"id","word","parent","year","type","word_type"
"blistering","blistering","blisteringly","1562","1","adjective"
"boorish","boorish","boorishness","1562","1","adjective"
"blistering","blistering","blistering","1562","1","adjective"
"bareback","bareback","bareback","1562","1","adverb or adjective"
"atilt","atilt","atilt","1562","1","adverb or adjective"
"bareback","bareback","barebacked","1562","1","adverb or adjective"
"cannoneer","cannoneer","cannoneer","1562","1","noun"
"brake[4]","brake","braky","1562","1","noun"
"bastion","bastion","bastioned","1562","1","noun"
"bastion","bastion","bastion","1562","1","noun"
"bolus","bolus","bolus","1562","1","noun"
"banderole","banderole","banderole","1562","1","noun"
"cannonade[1]","cannonade","cannonade","1562","1","noun"
"brake[4]","brake","break","1562","1","noun"
"buffalo[1]","buffalo","buffalo","1562","1","noun"
"brake[4]","brake","brake","1562","1","noun"
"benzoin","benzoin","benzoin","1562","1","noun"
"attack[1]","attack","attack","1562","1","verb"
"carry away","carry away","away","1562","1","verb"
"butcher[2]","butcher","butcher","1562","1","verb"
"attack[1]","attack","attacker","1562","1","verb"
"butcher[2]","butcher","butchering","1562","1","verb"
"anonymous","anonymous","anonymousness","1563","1","adjective"
"bouncing","bouncing","bouncing","1563","3","adjective"
"anonymous","anonymous","anonymous","1563","1","adjective"
"bouncing","bouncing","bouncingly","1563","3","adjective"
"ante meridiem","ante meridiem","ante","1563","1","adjective"
"anonymous","anonymous","anonymously","1563","1","adjective"
"bhang","bhang","bhang","1563","1","noun"
"bucketful","bucketful","bucketful","1563","3","noun"
"architrave","architrave","architrave","1563","1","noun"
"callus[1]","callus","callus","1563","1","noun"
"annulus","annulus","annulus","1563","1","noun"
"callus[1]","callus","calli","1563","1","noun"
"broil[2]","broil","broil","1563","1","noun"
"architect","architect","architect","1563","1","noun"
"astragal","astragal","astragal","1563","1","noun"
"befitting","befitting","befitting","1564","1","adjective"
"African[2]","African","African","1564","1","adjective"
"befitting","befitting","befittingly","1564","1","adjective"
"besides[2]","besides","besides","1564","1","adverb"
"bereft","bereft","bereft","1565","1","adjective"
"bland","bland","blandly","1565","1","adjective"
"bland","bland","bland","1565","1","adjective"
"blockish","blockish","blockish","1565","1","adjective"
"bland","bland","blandness","1565","1","adjective"
"astute","astute","astutely","1565","1","adjective"
"arcadian","arcadian","Arcadian","1565","1","adjective"
"bourgeois[1]","bourgeois","bourgeois","1565","3","adjective"
"braw","braw","braw","1565","3","adjective"
"astute","astute","astute","1565","1","adjective"
"astute","astute","astuteness","1565","1","adjective"
"abracadabra","abracadabra","abracadabra","1565","1","noun"
"bilbo[2]","bilbo","bilbo","1565","1","noun"
"Canterbury bell","Canterbury bell","Canterbury","1565","1","noun"
"antinomian","antinomian","antinomian","1565","1","noun"
"antinomian","antinomian","antinomianism","1565","1","noun"
"Argo","Argo","Argo","1565","1","noun"
"bonito","bonito","bonito","1565","1","noun"
"alcalde","alcalde","alcalde","1565","1","noun"
"bake[2]","bake","bake","1565","1","noun"
"Aphrodite","Aphrodite","Aphrodite","1565","1","noun"
"bedeck","bedeck","bedeck","1565","1","verb"
"bedim","bedim","bedim","1565","1","verb"
"bookish","bookish","bookish","1566","1","adjective"
"brash[1]","brash","brashness","1566","1","adjective"
"brash[1]","brash","brash","1566","1","adjective"
"bullish","bullish","bullishness","1566","1","adjective"
"bullish","bullish","bullishly","1566","1","adjective"
"bullish","bullish","bullish","1566","1","adjective"
"bookish","bookish","bookishness","1566","1","adjective"
"bookish","bookish","bookishly","1566","1","adjective"
"apparently","apparently","apparently","1566","1","adverb"
"affright[2]","affright","affright","1566","1","noun"
"bodice","bodice","bodice","1566","1","noun"
"astonishment","astonishment","astonishment","1566","1","noun"
"bandore","bandore","bandore","1566","1","noun"
"bawl[2]","bawl","bawl","1566","1","noun"
"bush[4]","bush","bush","1566","1","noun"
"brothel","brothel","brothel","1566","3","noun"
"admire","admire","admired","1566","1","verb"
"admire","admire","admiring","1566","1","verb"
"admire","admire","admire","1566","1","verb"
"anathematize","anathematize","anathematize","1566","1","verb"
"admire","admire","admirer","1566","1","verb"
"admire","admire","admiringly","1566","1","verb"
"Aeolian[1]","Aeolian","Aeolian","1567","1","adjective"
"alphabetic","alphabetic","alphabetical","1567","1","adjective"
"blazing","blazing","blazingly","1567","1","adjective"
"akin","akin","akin","1567","1","adjective"
"alphabetic","alphabetic","alphabetically","1567","1","adjective"
"Babylonian[2]","Babylonian","Babylonian","1567","1","adjective"
"blazing","blazing","blazing","1567","1","adjective"
"brazen-faced","brazen-faced","brazenfaced","1567","1","adjective"
"Achaean[1]","Achaean","Achaean","1567","1","adjective"
"brazen-faced","brazen-faced","brazen","1567","1","adjective"
"alphabetic","alphabetic","alphabetic","1567","1","adjective"
"brushy[1]","brushy","brushy","1567","1","adjective"
"askew","askew","askew","1567","1","adverb or adjective"
"by[4]","by","by","1567","1","noun"
"belting","belting","belting","1567","1","noun"
"Amphitryon","Amphitryon","Amphitryon","1567","1","noun"
"acclamation","acclamation","acclamation","1567","1","noun"
"auxiliary[2]","auxiliary","auxiliary","1567","1","noun"
"caliber","caliber","calibre","1567","1","noun"
"by[4]","by","bye","1567","1","noun"
"Aegisthus","Aegisthus","Aegisthus","1567","1","noun"
"burgonet","burgonet","burgonet","1567","3","noun"
"accused","accused","accused","1567","1","noun"
"calamary","calamary","calamary","1567","1","noun"
"caliber","caliber","caliber","1567","1","noun"
"Bow bells","Bow bells","bowbells","1567","1","noun plural"
"Bow bells","Bow bells","bow","1567","1","noun plural"
"cannon[2]","cannon","cannoned","1567","1","verb"
"cant[5]","cant","cant","1567","1","verb"
"cant[5]","cant","canted","1567","1","verb"
"besot","besot","besotting","1567","1","verb"
"cant[5]","cant","canting","1567","1","verb"
"besot","besot","besotted","1567","1","verb"
"besot","besot","besottedly","1567","1","verb"
"besot","besot","besot","1567","1","verb"
"cannon[2]","cannon","cannon","1567","1","verb"
"American[1]","American","American","1568","1","noun"
"Canadian","Canadian","Canadian","1568","1","noun"
"small beer","small beer","beer","1568","1","noun"
"bating","bating","bating","1568","1","preposition"
"ablative[2]","ablative","ablative","1569","3","adjective"
"cabalist[2]","cabalist","cabalist","1569","1","noun"
"broking","broking","broking","1569","1","noun"
"battalia","battalia","battalia","1569","1","noun"
"flea-bitten","flea-bitten","bitten","1570","1","adjective"
"adulterate[2]","adulterate","adulterate","1570","1","adjective"
"aliquot","aliquot","aliquot","1570","1","adjective"
"breakable","breakable","breakable","1570","1","adjective"
"bankrupt[2]","bankrupt","bankrupt","1570","1","adjective"
"brand-new","brand-new","brand","1570","3","adjective"
"bumpkin[1]","bumpkin","bumpkinish","1570","1","noun"
"bullfinch","bullfinch","bullfinch","1570","3","noun"
"buff[1]","buff","buff","1570","1","noun"
"bumpkin[1]","bumpkin","bumpkin","1570","1","noun"
"Antigone","Antigone","Antigone","1570","1","noun"
"brent goose","brent goose","brant","1570","1","noun"
"Bordeaux","Bordeaux","Bordeaux","1570","3","noun"
"Calvinism","Calvinism","Calvinistic","1570","3","noun"
"cannikin","cannikin","cannikin","1570","1","noun"
"barbarity","barbarity","barbarity","1570","3","noun"
"Calvinism","Calvinism","Calvinism","1570","3","noun"
"brent goose","brent goose","Brent","1570","1","noun"
"Calvinism","Calvinism","Calvinist","1570","3","noun"
"buss","buss","buss","1570","1","noun"
"bumpkin[1]","bumpkin","bumpkinly","1570","1","noun"
"agate","agate","agate","1570","1","noun"
"Calvinism","Calvinism","Calvinistically","1570","3","noun"
"calculate","calculate","calculated","1570","1","verb"
"calculate","calculate","calculate","1570","1","verb"
"calculate","calculate","calculating","1570","1","verb"
"approachable","approachable","approachability","1571","1","adjective"
"approachable","approachable","approachable","1571","1","adjective"
"annular","annular","annular","1571","1","adjective"
"astern","astern","astern","1571","3","adverb or adjective"
"bunghole","bunghole","bunghole","1571","1","noun"
"blacking","blacking","blacking","1571","1","noun"
"armoire","armoire","armoire","1571","1","noun"
"bastinado[1]","bastinado","bastinade","1572","1","noun"
"bombazine","bombazine","bombazine","1572","1","noun"
"canton[2]","canton","Canton","1572","1","noun"
"acerbity","acerbity","acerbity","1572","1","noun"
"bastinado[1]","bastinado","bastinado","1572","1","noun"
"general assembly","general assembly","assembly","1572","3","noun"
"antedate[2]","antedate","antedate","1572","1","verb"
"star-of-Bethlehem","star-of-Bethlehem","Bethlehem","1573","1","noun"
"Arcadian","Arcadian","Arcadian","1573","1","noun"
"battleground","battleground","battleground","1573","1","noun"
"blurt","blurt","blurt","1573","1","verb"
"bleak","bleak","bleakness","1574","1","adjective"
"bipartite","bipartite","bipartitely","1574","1","adjective"
"bleak","bleak","bleakly","1574","1","adjective"
"bipartite","bipartite","bipartite","1574","1","adjective"
"bleak","bleak","bleak","1574","1","adjective"
"bipartite","bipartite","bipartition","1574","1","adjective"
"adjuvant[1]","adjuvant","adjuvant","1574","1","adjective"
"allotment","allotment","allotment","1574","1","noun"
"acceptance","acceptance","acceptance","1574","1","noun"
"avouchment","avouchment","avouchment","1574","1","noun"
"apportion","apportion","apportion","1574","1","verb"
"atone","atone","atone","1574","1","verb"
"capture[2]","capture","capture","1574","1","verb"
"bedevil","bedevil","bedevilment","1574","1","verb"
"bedevil","bedevil","bedevil","1574","1","verb"
"apportion","apportion","apportionable","1574","1","verb"
"bias[3]","bias","bias","1575","1","adverb"
"bap","bap","bap","1575","3","noun"
"bayberry","bayberry","bayberry","1575","1","noun"
"bout","bout","bout","1575","1","noun"
"broadside[1]","broadside","broadside","1575","1","noun"
"anabaptism","anabaptism","Anabaptism","1575","1","noun"
"antagonist","antagonist","antagonist","1575","1","noun"
"below[2]","below","below","1575","1","preposition"
"cast about","cast about","about","1575","1","verb"
"brassy","brassy","brassiness","1576","1","adjective"
"beginning[2]","beginning","beginning","1576","1","adjective"
"brassy","brassy","brassily","1576","1","adjective"
"across[2]","across","across","1576","3","adjective"
"bittersweet[2]","bittersweet","bittersweet","1576","1","adjective"
"brassy","brassy","brassy","1576","1","adjective"
"aye[2]","aye","aye","1576","1","adverb"
"aye[2]","aye","Ay","1576","1","adverb"
"alternative[2]","alternative","alternative","1576","1","noun"
"bowwow","bowwow","bowwow","1576","1","noun"
"campion","campion","campion","1576","1","noun"
"arable[2]","arable","arable","1576","1","noun"
"belligerent","belligerent","belligerent","1577","1","adjective"
"belligerent","belligerent","belligerently","1577","1","adjective"
"candied","candied","candied","1577","1","adjective"
"candent","candent","candent","1577","1","adjective"
"argentine[2]","argentine","Argentine","1577","1","noun"
"braggart","braggart","braggart","1577","3","noun"
"bezoar","bezoar","bezoar","1577","1","noun"
"adulteress","adulteress","adulteress","1577","1","noun"
"algaroba","algaroba","algarroba","1577","1","noun"
"caduceus","caduceus","caduceus","1577","1","noun"
"atrium","atrium","atrial","1577","1","noun"
"baldpate","baldpate","baldpate","1577","1","noun"
"bandolier","bandolier","bandoleer","1577","3","noun"
"atrium","atrium","atrium","1577","1","noun"
"bilberry","bilberry","bilberry","1577","1","noun"
"caiman","caiman","caiman","1577","1","noun"
"armiger","armiger","armiger","1577","1","noun"
"armadillo","armadillo","armadillo","1577","1","noun"
"armiger","armiger","armigeral","1577","1","noun"
"atrium","atrium","atria","1577","1","noun"
"aviary","aviary","aviary","1577","1","noun"
"bead[2]","bead","beaded","1577","1","verb"
"bead[2]","bead","beading","1577","1","verb"
"bead[2]","bead","beader","1577","1","verb"
"bead[2]","bead","bead","1577","1","verb"
"bandy[1]","bandy","bandy","1577","1","verb"
"buoyant","buoyant","buoyantly","1578","1","adjective"
"assurgent","assurgent","assurgent","1578","1","adjective"
"bladed","bladed","bladed","1578","1","adjective"
"brachial","brachial","brachial","1578","1","adjective"
"bulbous","bulbous","bulbous","1578","1","adjective"
"burdensome","burdensome","burdensome","1578","1","adjective"
"buoyant","buoyant","buoyant","1578","1","adjective"
"auditory[2]","auditory","auditorily","1578","1","adjective"
"auditory[2]","auditory","auditory","1578","1","adjective"
"false alarm","false alarm","alarm","1578","1","noun"
"abutilon","abutilon","Abutilon","1578","3","noun"
"baize","baize","baize","1578","1","noun"
"bladdernut","bladdernut","bladdernut","1578","1","noun"
"arborist","arborist","arborist","1578","1","noun"
"adder's-tongue","adder's-tongue","adder","1578","1","noun"
"broomrape","broomrape","broomrape","1578","1","noun"
"bregma","bregma","bregma","1578","1","noun"
"bistort","bistort","bistort","1578","1","noun"
"buckthorn","buckthorn","buckthorn","1578","1","noun"
"bregma","bregma","bregmata","1578","1","noun"
"calico","calico","calico","1578","1","noun"
"bluebell","bluebell","bluebell","1578","1","noun"
"blink[2]","blink","blinker","1578","1","noun"
"bellflower","bellflower","bellflower","1578","1","noun"
"blight[1]","blight","blight","1578","1","noun"
"blink[2]","blink","blinks","1578","1","noun"
"angina","angina","angina","1578","1","noun"
"angina","angina","anginal","1578","1","noun"
"callosity","callosity","callosity","1578","1","noun"
"blink[2]","blink","blink","1578","1","noun"
"bestead[2]","bestead","bestead","1578","1","verb"
"abscond","abscond","absconded","1578","3","verb"
"bane[2]","bane","bane","1578","1","verb"
"abscond","abscond","absconder","1578","3","verb"
"abscond","abscond","abscond","1578","3","verb"
"budge[2]","budge","budge","1578","1","verb"
"capable","capable","capably","1579","1","adjective"
"capable","capable","capableness","1579","1","adjective"
"baneful","baneful","banefully","1579","1","adjective"
"baneful","baneful","baneful","1579","1","adjective"
"capable","capable","capable","1579","1","adjective"
"barbershop[1]","barbershop","barbershop","1579","1","noun"
"archon","archon","archon","1579","1","noun"
"acumen","acumen","acumen","1579","3","noun"
"bacchante","bacchante","bacchante","1579","1","noun"
"battalion","battalion","battalion","1579","1","noun"
"albacore","albacore","albacore","1579","1","noun"
"armful","armful","armful","1579","1","noun"
"bugle[4]","bugle","bugle","1579","1","noun"
"bullet","bullet","bulleted","1579","1","noun"
"bullet","bullet","bullet","1579","1","noun"
"apportionment","apportionment","apportionment","1579","1","noun"
"bracer[2]","bracer","bracer","1579","1","noun"
"alligator","alligator","alligator","1579","1","noun"
"bacchante","bacchante","bacchantes","1579","1","noun"
"beetroot","beetroot","beetroot","1579","1","noun"
"brickbat","brickbat","brickbat","1579","1","noun"
"Aglaia","Aglaia","Aglaia","1579","1","noun"
"caparison[1]","caparison","caparison","1579","1","noun"
"Albanian","Albanian","Albanian","1579","1","noun"
"blow away","blow away","away","1579","1","verb"
"blow away","blow away","blowing","1579","1","verb"
"bring out","bring out","brought","1579","1","verb"
"bring out","bring out","bring","1579","1","verb"
"allegorize","allegorize","allegorize","1579","1","verb"
"allegorize","allegorize","allegorizer","1579","1","verb"
"blow away","blow away","blow","1579","1","verb"
"allegorize","allegorize","allegorization","1579","1","verb"
"blow away","blow away","blown","1579","1","verb"
"broken-winded","broken-winded","broken","1580","1","adjective"
"callow","callow","callowness","1580","1","adjective"
"callow","callow","callower","1580","1","adjective"
"breathed","breathed","breathed","1580","1","adjective"
"callow","callow","callow","1580","1","adjective"
"American[2]","American","American","1580","1","adjective"
"aft[1]","aft","aft","1580","1","adverb"
"birthmark","birthmark","birthmark","1580","1","noun"
"adder[2]","adder","adder","1580","1","noun"
"billiard","billiard","billiard","1580","1","noun"
"curtal ax","curtal ax","ax","1580","3","noun"
"buff leather","buff leather","buff","1580","1","noun"
"apotheosis","apotheosis","apotheoses","1580","3","noun"
"arpent","arpent","arpent","1580","1","noun"
"bravado","bravado","bravado","1580","3","noun"
"brickwork","brickwork","brickwork","1580","1","noun"
"cacography","cacography","cacographical","1580","1","noun"
"ancientry","ancientry","ancientry","1580","1","noun"
"ancestress","ancestress","ancestress","1580","1","noun"
"better half","better half","better","1580","1","noun"
"bib[2]","bib","bib","1580","1","noun"
"apricot","apricot","apricot","1580","1","noun"
"bracket[1]","bracket","bracket","1580","1","noun"
"bib[2]","bib","bibless","1580","1","noun"
"bullbaiting","bullbaiting","bullbaiting","1580","3","noun"
"bat[3]","bat","baht","1580","1","noun"
"aitch","aitch","aitch","1580","3","noun"
"curtal ax","curtal ax","axes","1580","3","noun"
"billiard","billiard","billiards","1580","1","noun"
"good-bye","good-bye","bye","1580","3","noun"
"apotheosis","apotheosis","apotheosis","1580","3","noun"
"amnesty","amnesty","amnesty","1580","1","noun"
"crab[4]","crab","Carapa","1580","1","noun"
"bat[3]","bat","bats","1580","1","noun"
"bat[3]","bat","Bat","1580","1","noun"
"cacography","cacography","cacography","1580","1","noun"
"apotheosis","apotheosis","apotheosize","1580","3","noun"
"Albigenses","Albigenses","Albigensianism","1580","1","noun plural"
"Albigenses","Albigenses","Albigenses","1580","1","noun plural"
"Albigenses","Albigenses","Albigensian","1580","1","noun plural"
"billiards","billiards","billiards","1580","1","noun plural but singular in construction"
"bustle[1]","bustle","bustlingly","1580","1","verb"
"abort[1]","abort","aborted","1580","1","verb"
"bustle[1]","bustle","bustle","1580","1","verb"
"bustle[1]","bustle","bustling","1580","1","verb"
"block[2]","block","blocking","1580","1","verb"
"ballot[2]","ballot","ballot","1580","1","verb"
"block[2]","block","block","1580","1","verb"
"block[2]","block","blocker","1580","1","verb"
"bustle[1]","bustle","bustled","1580","1","verb"
"ballot[2]","ballot","balloter","1580","1","verb"
"ballot[2]","ballot","balloting","1580","1","verb"
"abort[1]","abort","abort","1580","1","verb"
"block[2]","block","blocked","1580","1","verb"
"brawny","brawny","brawnily","1581","1","adjective"
"brawny","brawny","brawniness","1581","1","adjective"
"agile","agile","agile","1581","1","adjective"
"aforethought","aforethought","aforethought","1581","1","adjective"
"budding","budding","budding","1581","1","adjective"
"agile","agile","agilely","1581","1","adjective"
"briny","briny","brininess","1581","1","adjective"
"brawny","brawny","brawny","1581","1","adjective"
"ascending","ascending","ascending","1581","1","adjective"
"august","august","augustness","1581","1","adjective"
"august","august","August","1581","1","adjective"
"briny","briny","briny","1581","1","adjective"
"august","august","augustly","1581","1","adjective"
"aegis","aegis","aegis","1581","1","noun"
"aorist","aorist","aoristically","1581","1","noun"
"aorist","aorist","aoristic","1581","1","noun"
"beadle","beadle","beadle","1581","1","noun"
"bump[1]","bump","bump","1581","1","noun"
"analysis","analysis","analysis","1581","1","noun"
"analysis","analysis","analyses","1581","1","noun"
"amorist","amorist","amorist","1581","1","noun"
"bugbear","bugbear","bugbear","1581","1","noun"
"Bellerophon","Bellerophon","Bellerophon","1581","1","noun"
"argosy","argosy","argosy","1581","1","noun"
"amorist","amorist","amoristic","1581","1","noun"
"aorist","aorist","aorist","1581","1","noun"
"browbeat","browbeat","browbeat","1581","1","verb"
"adumbrate","adumbrate","adumbration","1581","1","verb"
"adumbrate","adumbrate","adumbrate","1581","1","verb"
"adumbrate","adumbrate","adumbrative","1581","1","verb"
"bump[2]","bump","bump","1581","1","verb"
"bump[2]","bump","bumping","1581","1","verb"
"adumbrate","adumbrate","adumbratively","1581","1","verb"
"advisable","advisable","advisably","1582","1","adjective"
"advisable","advisable","advisable","1582","1","adjective"
"advisable","advisable","advisability","1582","1","adjective"
"advisable","advisable","advisableness","1582","1","adjective"
"calenture","calenture","calenture","1582","1","noun"
"bunt[1]","bunt","bunt","1582","3","noun"
"awning","awning","awning","1582","1","noun"
"well-being","well-being","being","1582","1","noun"
"awning","awning","awninged","1582","1","noun"
"becalm","becalm","becalm","1582","1","verb"
"abusive","abusive","abusiveness","1583","1","adjective"
"antithetical","antithetical","antithetic","1583","1","adjective"
"abusive","abusive","abusive","1583","1","adjective"
"antithetical","antithetical","antithetically","1583","1","adjective"
"bloomy","bloomy","bloomy","1583","1","adjective"
"abusive","abusive","abusively","1583","1","adjective"
"antithetical","antithetical","antithetical","1583","1","adjective"
"bluster[2]","bluster","bluster","1583","1","noun"
"bluster[2]","bluster","blustery","1583","1","noun"
"bluster[2]","bluster","blusterous","1583","1","noun"
"bedmate","bedmate","bedmate","1583","1","noun"
"bookman","bookman","Bookman","1583","1","noun"
"Ate","Ate","ate","1583","1","noun"
"Ate","Ate","ates","1583","1","noun"
"bombast","bombast","bombast","1583","1","noun"
"blind alley","blind alley","blind","1583","1","noun"
"age-mate","age-mate","age","1583","1","noun"
"blind alley","blind alley","alley","1583","1","noun"
"bit[2]","bit","bitted","1583","1","verb"
"agonize","agonize","agonize","1583","1","verb"
"careen[1]","careen","careen","1583","3","verb"
"bit[2]","bit","bit","1583","1","verb"
"bloody-minded","bloody-minded","bloody","1584","1","adjective"
"accomplice","accomplice","accomplice","1584","1","noun"
"Allah","Allah","Allah","1584","1","noun"
"canary","canary","canary","1584","1","noun"
"amulet","amulet","amulet","1584","1","noun"
"carbonado[1]","carbonado","carbonado","1584","1","noun"
"brogue[1]","brogue","brogue","1584","1","noun"
"bystander","bystander","bystander","1584","1","noun"
"bunt[2]","bunt","bunt","1584","1","verb"
"bill[2]","bill","billed","1584","1","verb"
"bill[2]","bill","billing","1584","1","verb"
"bunt[2]","bunt","bunted","1584","1","verb"
"bunt[2]","bunt","bunting","1584","1","verb"
"bunt[2]","bunt","Bunter","1584","1","verb"
"bill[2]","bill","Bill","1584","1","verb"
"buffoon","buffoon","buffoon","1585","1","noun"
"attorney general","attorney general","attorney","1585","1","noun"
"buffoon","buffoon","buffoonish","1585","1","noun"
"accepter","accepter","accepter","1585","1","noun"
"birl[1]","birl","birl","1585","3","verb"
"billow[2]","billow","billow","1585","1","verb"
"articulate[1]","articulate","articulately","1586","1","adjective"
"astounding","astounding","astounding","1586","1","adjective"
"astounding","astounding","astoundingly","1586","1","adjective"
"Athanasian","Athanasian","Athanasian","1586","1","adjective"
"articulate[1]","articulate","articulateness","1586","1","adjective"
"articulate[1]","articulate","articulate","1586","1","adjective"
"ab ovo","ab ovo","Ab","1586","3","adverb"
"bent[3]","bent","bent","1586","1","noun"
"Athanasian Creed","Athanasian Creed","Athanasian","1586","1","noun"
"Areopagus","Areopagus","Areopagus","1586","1","noun"
"bamboo","bamboo","bamboo","1586","1","noun"
"bloody shirt","bloody shirt","bloody","1586","1","noun"
"amusement","amusement","amusement","1586","1","noun"
"antiquary","antiquary","antiquary","1586","1","noun"
"alarm[2]","alarm","alarum","1586","1","verb"
"baa","baa","baa","1586","3","verb"
"alarm[2]","alarm","alarmingly","1586","1","verb"
"agglutinate[1]","agglutinate","agglutinate","1586","1","verb"
"alarm[2]","alarm","alarming","1586","1","verb"
"alarm[2]","alarm","alarmed","1586","1","verb"
"alarm[2]","alarm","alarm","1586","1","verb"
"cabin[2]","cabin","cabin","1586","1","verb"
"affected","affected","affectedly","1587","1","adjective"
"carceral","carceral","carceral","1587","3","adjective"
"self-born","self-born","born","1587","1","adjective"
"affected","affected","affected","1587","1","adjective"
"affected","affected","affectedness","1587","1","adjective"
"apothegm","apothegm","apothegmatic","1587","3","noun"
"asperges","asperges","Asperges","1587","3","noun"
"afterbirth","afterbirth","afterbirth","1587","1","noun"
"calk[2]","calk","calking","1587","1","noun"
"apothegm","apothegm","apothegm","1587","3","noun"
"capability","capability","capability","1587","1","noun"
"Belshazzar","Belshazzar","Belshazzar","1587","1","noun"
"academic[1]","academic","Academic","1587","1","noun"
"calk[2]","calk","calk","1587","1","noun"
"capper","capper","capper","1587","1","noun"
"aspersion","aspersion","aspersion","1587","3","noun"
"cacoethes","cacoethes","cacoethes","1587","3","noun"
"analyze","analyze","analyze","1587","1","verb"
"analyze","analyze","analyzability","1587","1","verb"
"beleaguer","beleaguer","beleaguer","1587","1","verb"
"beleaguer","beleaguer","beleaguerment","1587","1","verb"
"base[2]","base","bases","1587","1","verb"
"bastardize","bastardize","bastardize","1587","1","verb"
"base[2]","base","base","1587","1","verb"
"base[2]","base","based","1587","1","verb"
"bastardize","bastardize","bastardization","1587","1","verb"
"bosom[2]","bosom","bosom","1587","1","verb"
"analyze","analyze","analyzer","1587","1","verb"
"bosom[2]","bosom","bosomed","1587","1","verb"
"analyze","analyze","analyzable","1587","1","verb"
"a posteriori","a posteriori","aposteriori","1588","1","adjective"
"academic[2]","academic","Academic","1588","1","adjective"
"academic[2]","academic","academical","1588","1","adjective"
"academic[2]","academic","academically","1588","1","adjective"
"adjunct[1]","adjunct","adjunct","1588","1","noun"
"brocade","brocade","brocade","1588","1","noun"
"canzonet","canzonet","canzonet","1588","1","noun"
"Arabian horse","Arabian horse","Arabian","1588","1","noun"
"caliper[1]","caliper","calipers","1588","1","noun"
"accession[1]","accession","accession","1588","1","noun"
"academe","academe","academe","1588","1","noun"
"ambuscade","ambuscade","ambuscade","1588","3","noun"
"accession[1]","accession","accessional","1588","1","noun"
"adjunct[1]","adjunct","adjunctive","1588","1","noun"
"betrothed","betrothed","betrothed","1588","1","noun"
"brocade","brocade","brocaded","1588","1","noun"
"caravan[1]","caravan","caravan","1588","1","noun"
"capsicum","capsicum","Capsicum","1588","1","noun"
"amphiboly","amphiboly","amphiboly","1588","3","noun"
"caliper[1]","caliper","caliper","1588","1","noun"
"ambuscade","ambuscade","ambuscader","1588","3","noun"
"blank verse","blank verse","blank","1588","1","noun"
"bankrupt[3]","bankrupt","bankrupt","1588","1","verb"
"balance[2]","balance","balancing","1588","1","verb"
"caper[2]","caper","capering","1588","1","verb"
"balance[2]","balance","balance","1588","1","verb"
"anagrammatize","anagrammatize","anagrammatize","1588","1","verb"
"caper[2]","caper","caper","1588","1","verb"
"balance[2]","balance","balanced","1588","1","verb"
"bristly","bristly","bristly","1589","1","adjective"
"artless","artless","artlessness","1589","1","adjective"
"artless","artless","artless","1589","1","adjective"
"acatalectic","acatalectic","acatalectic","1589","1","adjective"
"well-bred","well-bred","bred","1589","3","adjective"
"buckram[2]","buckram","buckram","1589","3","adjective"
"artless","artless","artlessly","1589","1","adjective"
"anagram[1]","anagram","anagram","1589","1","noun"
"cardplayer","cardplayer","cardplayer","1589","1","noun"
"capuchin","capuchin","Capuchin","1589","1","noun"
"anagram[1]","anagram","anagrammatic","1589","1","noun"
"anagram[1]","anagram","anagrammatical","1589","1","noun"
"archipelago","archipelago","archipelago","1589","1","noun"
"anagram[1]","anagram","anagrammatically","1589","1","noun"
"rear admiral","rear admiral","admiral","1589","1","noun"
"aye[3]","aye","Ay","1589","1","noun"
"aye[3]","aye","aye","1589","1","noun"
"anaphora","anaphora","anaphora","1589","3","noun"
"bedlamite","bedlamite","bedlamite","1589","1","noun"
"anagram[1]","anagram","anagrams","1589","1","noun"
"Ashur","Ashur","Ashur","1589","1","noun"
"a la","a la","ala","1589","1","preposition"
"bung[2]","bung","bung","1589","1","verb"
"breach of promise","breach of promise","breach","1590","1",""
"barky","barky","barky","1590","1","adjective"
"barefaced","barefaced","barefacedness","1590","1","adjective"
"bosom[3]","bosom","bosom","1590","1","adjective"
"apocryphal","apocryphal","apocryphal","1590","1","adjective"
"barefaced","barefaced","barefacedly","1590","1","adjective"
"barefaced","barefaced","barefaced","1590","1","adjective"
"Baltic","Baltic","Baltic","1590","3","adjective"
"apocryphal","apocryphal","apocryphally","1590","1","adjective"
"batty","batty","batty","1590","1","adjective"
"apocryphal","apocryphal","apocryphalness","1590","1","adjective"
"cantus","cantus","cantus","1590","1","noun"
"assumpsit","assumpsit","assumpsit","1590","1","noun"
"barricado","barricado","barricado","1590","1","noun"
"bass viol","bass viol","bass","1590","1","noun"
"basting[3]","basting","basting","1590","1","noun"
"canto","canto","canto","1590","1","noun"
"autochthon","autochthon","autochthon","1590","1","noun"
"brave[3]","brave","brave","1590","1","noun"
"Anatolian","Anatolian","Anatolian","1590","1","noun"
"analytics","analytics","analytics","1590","3","noun plural but singular or plural in construction"
"act[2]","act","actability","1590","1","verb"
"bank[2]","bank","banking","1590","1","verb"
"act[2]","act","Acts","1590","1","verb"
"bedabble","bedabble","bedabble","1590","1","verb"
"act[2]","act","actable","1590","1","verb"
"bank[2]","bank","bank","1590","1","verb"
"buckler[2]","buckler","buckler","1590","1","verb"
"bank[2]","bank","banked","1590","1","verb"
"act[2]","act","act","1590","1","verb"
"act[2]","act","acting","1590","1","verb"
"ascendant[2]","ascendant","ascendant","1591","1","adjective"
